Restaurant_id,Restaurant_name,Location_id,Cuisine,Top_Dishes,Price_for_two,Features,Dining_available,Delivery_available
R2477,Cake Nest,L089,"['Bakery', ' Desserts']",Invalid,400,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R2478,Hotel Raja Bhavan,L044,"['South Indian', ' North Indian', ' Chinese']",Invalid,250,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R2479,Suswaad Sweets & Savouries,L008,"['Mithai', ' Desserts', ' Street Food']",Invalid,250,"['Breakfast', 'Takeaway Only', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes']",YES,NO
R2480,Kumars Hotel,L044,"['South Indian', ' North Indian', ' Chinese']",Invalid,350,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",YES,YES
R2481,Hotel Aradhana,L032,"['North Indian', ' South Indian', ' Chinese']",Invalid,300,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,YES
R2482,Shivalaya Virundhagam,L010,"['North Indian', ' South Indian', ' Chinese']",Invalid,500,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Serves Jain Food', 'Live Music']",YES,YES
R2483,Madharaas Biryani,L028,"['Chinese', ' Biryani']",Invalid,450,"['Home Delivery', 'Indoor Seating']",YES,YES
R2484,My Cafe,L042,"['Continental', ' Chinese', ' Beverages']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,YES
R2485,Aki Bay @ TVR,L020,"['Japanese', ' Asian']",Invalid,1200,"['Home Delivery', 'Free Parking', 'Wifi', 'Indoor Seating']",YES,YES
R2486,Eat Street,L031,['Fast Food'],Invalid,300,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,YES
R2487,Greenerian Restaurant,L048,"['Chinese', ' Biryani']",Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,NO
R2488,Gecko Restaurant,L047,"['North Indian', ' Seafood']",Invalid,700,"['Breakfast', 'Indoor Seating', 'Table reservation required']",YES,NO
R2489,Sree Ram Bhavan,L038,"['South Indian', ' Beverages']",Invalid,200,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",YES,NO
R2490,Clown Kitchen,L028,"['Pizza', ' Fast Food', ' Beverages']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,YES
R2491,Chef Ka Rasoi,L088,"['North Indian', ' Mughlai', ' Chinese']",Invalid,350,['Delivery Only'],NO,YES
R2492,Snack Art,L012,"['Sandwich', ' Street Food', ' Beverages']",Invalid,300,"['Home Delivery', 'Standing Tables']",NO,YES
R2493,Vimalam Mess,L007,"['South Indian', ' Chettinad']",Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,YES
R2494,Eden Star Biriyani,L090,"['Biryani', ' North Indian', ' Chinese']",Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,YES
R2495,Hotel Arafa,L071,"['Chinese', ' Seafood', ' North Indian']",Invalid,450,"['Home Delivery', 'Indoor Seating']",YES,YES
R2496,Anutham Juice Box,L038,"['Beverages', ' Fast Food', ' Desserts']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,YES
R2497,Rahmath Biryani,L085,"['Biryani', ' North Indian', ' Fast Food']",Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,YES
R2498,Jeremiah Pizza,L027,"['Pizza', ' Sandwich', ' Momos', ' Fast Food']",['Pizza'],400,['Home Delivery'],NO,YES
R2499,Navarasa,L192,"['South Indian', ' North Indian', ' Chinese']",Invalid,550,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",YES,NO
R2500,Day2Day,L001,"['South Indian', ' Chinese']",Invalid,350,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",YES,NO
R2501,TN 02 Cafe,L007,"['Fast Food', ' Chinese', ' Biryani']",Invalid,300,"['Home Delivery', 'Indoor Seating', 'Free Wifi']",YES,YES
R2502,Biriyani Virundhu,L088,"['Biryani', ' South Indian']",Invalid,500,['Home Delivery'],NO,YES
R2503,HFC Kabab Stall,L003,"['Kebab', ' Fast Food']",Invalid,250,['Home Delivery'],NO,YES
R2504,Nawaz Durbar,L268,"['Chinese', ' South Indian', ' Biryani']","['Biryani', ' Chicken Grill']",400,"['Home Delivery', 'Indoor Seating', 'Catering Available']",YES,NO
R2505,Karam Biryani,L027,"['Biryani', ' South Indian']",Invalid,250,"['Home Delivery', 'Indoor Seating', 'Free Parking']",YES,NO
R2506,Salt 'N' Pepper Café - Ambassador Pallava,L209,"['North Indian', ' Chinese', ' Continental']",Invalid,1000,"['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Indoor Seating', 'Table booking recommended', 'Buffet', 'Free Wifi']",YES,NO
R2507,Cold Mold,L022,"['Juices', ' Ice Cream']",Invalid,200,"['Home Delivery', 'Standing Tables', 'Self Service', 'Desserts and Bakes', 'Outdoor Seating']",YES,YES
R2508,Rose Unavagam,L001,['South Indian'],Invalid,150,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R2509,Anmol Mohit Patiala,L109,['Beverages'],Invalid,100,"['Takeaway Only', 'Standing Tables', 'Self Service', 'Desserts and Bakes']",YES,NO
R2510,Aavin,L071,"['Beverages', ' Desserts']",Invalid,150,"['Takeaway Only', 'Desserts and Bakes']",YES,NO
R2511,Hungry Mode,L074,"['South Indian', ' Chinese', ' North Indian']",Invalid,400,"['Home Delivery', 'Outdoor Seating']",YES,YES
R2512,Rose Milk Raja,L049,['Beverages'],Invalid,100,"['Home Delivery', 'Indoor Seating']",YES,YES
R2513,NuTy,L056,"['Seafood', ' Biryani', ' North Indian']",Invalid,400,['Home Delivery'],NO,YES
R2514,Beem Food Joint,L050,"['South Indian', ' Beverages']",Invalid,250,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",YES,YES
R2515,Devar Hotel,L050,"['North Indian', ' Chinese']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,YES
R2516,Down Town - Deccan Plaza,L210,['Finger Food'],Invalid,1400,"['Wheelchair Accessible', 'Vegetarian Only', 'Full Bar Available', 'Free Parking', 'Indoor Seating', 'Wifi', 'Live Music']",YES,NO
R2517,Spice Hub ,L012,"['Sandwich', ' Fast Food', ' Street Food']",Invalid,200,"['Breakfast', 'Takeaway Only', 'Standing Tables']",YES,NO
R2518,Cakes N Strawberrys,L033,['Bakery'],Invalid,500,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R2519,Roti House,L020,"['North Indian', ' Chinese']",Invalid,300,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R2520,18+ Restaurant and Bar,L009,"['North Indian', ' Chinese', ' Andhra']",Invalid,700,"['Full Bar Available', 'Indoor Seating']",YES,NO
R2521,Ride Bar - Days Hotel,L068,['Finger Food'],Invalid,1200,"['Full Bar Available', 'Live Music', 'Smoking Area', 'Indoor Seating']",YES,NO
R2522,Arun Ice Creams,L054,['Ice Cream'],Invalid,150,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R2523,Burgers 9,L036,"['Burger', ' Fast Food']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,YES
R2524,Sunny Days,L031,"['Fast Food', ' Desserts', ' Beverages']",Invalid,400,"['Breakfast', 'Home Delivery', 'Outdoor Seating']",YES,YES
R2525,Desert Dragon,L096,"['Chinese', ' Arabian']",Invalid,900,"['Home Delivery', 'Indoor Seating']",YES,NO
R2526,Hotel Atchaya Bhavan,L008,"['South Indian', ' Chinese', ' North Indian']",Invalid,300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",YES,YES
R2527,"Oasis - Park Plaza, OMR",L211,"['Continental', ' South Indian', ' North Indian', ' Chinese', ' Asian']",Invalid,1700,"['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Live Sports Screening', 'Indoor Seating', 'Table reservation required', 'Kid Friendly', 'Smoking Area', 'Wifi', 'Valet Parking Available', '4/5 Star', 'Serves Jain Food']",YES,NO
R2528,Bitez Cafe,L017,"['Sandwich', ' Pizza', ' Beverages']",Invalid,300,"['Home Delivery', 'Free Parking', 'Indoor Seating']",YES,YES
R2529,Sea Shore Restaurant,L047,"['Seafood', ' North Indian']",Invalid,600,"['Indoor Seating', 'Table Reservation Not Required']",YES,NO
R2530,Aswathy Bhavan,L033,['South Indian'],Invalid,200,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R2531,Chettinese,L011,['South Indian'],Invalid,300,"['Home Delivery', 'Free Parking', 'Indoor Seating']",YES,YES
R2532,Foody,L017,"['Chinese', ' Biryani', ' Fast Food']",Invalid,300,"['Home Delivery', 'Indoor Seating', 'Wifi']",YES,YES
R2533,Star Briyani,L005,"['South Indian', ' North Indian']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,YES
R2534,Zawaj Biriyani,L036,['Biryani'],Invalid,300,['Delivery Only'],NO,YES
R2535,Biryani Stories,L019,"['Biryani', ' Chinese', ' North Indian']",Invalid,400,['Home Delivery'],NO,YES
R2536,Grandpa's Kitchen,L008,"['Fast Food', ' South Indian']",Invalid,200,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R2537,Juice Spot,L008,['Beverages'],Invalid,100,['Home Delivery'],NO,YES
R2538,TN 03 CAFE,L101,"['Sandwich', ' Fast Food', ' Ice Cream', ' Beverages']",Invalid,200,['Delivery Only'],NO,NO
R2539,Akshayam Veg Restaurant,L044,"['North Indian', ' Chinese', ' South Indian']",Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,YES
R2540,Koluthi Podu,L060,"['North Indian', ' Kebab', ' Rolls', ' Chinese']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,YES
R2541,Boganvila Patisserie & Cafe,L268,['Bakery'],Invalid,400,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R2542,Karaikudi Ganapathy Mess,L070,['South Indian'],Invalid,150,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R2543,Maggi Point,L050,"['Fast Food', ' Street Food', ' Beverages']",['Masala Maggi'],500,"['Home Delivery', 'Indoor Seating']",NO,NO
R2544,Pattukottai Mess - Shri Kamatchi Thunai,L013,['Chettinad'],Invalid,500,"['Home Delivery', 'Table Reservation Not Required', 'Indoor Seating']",YES,YES
R2545,Chillies,L206,"['North Indian', ' Mughlai', ' Chinese', ' South Indian']",Invalid,900,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Table booking recommended']",YES,NO
R2546,Full Kattu,L011,"['South Indian', ' Biryani']",Invalid,500,['Home Delivery'],NO,YES
R2547,Punnami Andhra Mess,L037,"['Biryani', ' South Indian', ' Andhra']",Invalid,200,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,YES
R2548,Buddy S Sandwich Shop,L017,"['Sandwich', ' Fast Food']",Invalid,300,['Delivery Only'],NO,YES
R2549,Madrasi Lassi,L076,['Fast Food'],Invalid,300,"['Home Delivery', 'Sugar Free Options', 'Outdoor Seating']",YES,YES
R2550,Bismillah Restaurant,L077,"['North Indian', ' Chinese', ' South Indian']",Invalid,200,"['Home Delivery', 'Free Parking', 'Indoor Seating']",YES,YES
R2551,The Roll Factory,L014,['Rolls'],Invalid,300,"['Home Delivery', 'Outdoor Seating']",YES,YES
R2552,The Society Bar - Ambassador Pallava,L209,"['Finger Food', ' North Indian']",Invalid,1500,"['Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Table reservation required', 'Nightlife', 'Free Wifi']",YES,NO
R2553,Aavin Parlour,L044,['Ice Cream'],Invalid,200,"['Indoor Seating', 'Desserts and Bakes']",YES,NO
R2554,Naidu Andhra Mess,L019,"['Kebab', ' Biryani', ' Chinese', ' North Indian', ' South Indian']",Invalid,400,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,YES
R2555,Sree Mishti Bhog,L012,"['Mithai', ' Street Food', ' Fast Food']",Invalid,400,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R2556,Chennai Rawther Restaurant,L091,"['Chinese', ' North Indian', ' Chettinad', ' Arabian']",Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,NO
R2557,Andhi Rooftop Diner,L031,"['Chinese', ' Finger Food', ' South Indian', ' Kerala']",Invalid,700,"['Home Delivery', 'Free Parking', 'Rooftop']",YES,YES
R2558,Bobacha,L037,"['Beverages', ' Desserts', ' Bubble Tea']",Invalid,300,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R2559,Arcot Star Briyani,L022,"['Biryani', ' Chinese']",Invalid,200,['Home Delivery'],NO,YES
R2560,Hotspot Kitchen,L044,"['Biryani', ' Chinese', ' Beverages']",Invalid,300,"['Home Delivery', 'Indoor Seating']",NO,NO
R2561,Barbeque Point,L002,"['BBQ', ' Lebanese']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,YES
R2562,Juicy,L007,"['Salad', ' Sandwich', ' Ice Cream', ' Juices', ' Beverages']",Invalid,150,"['Home Delivery', 'Indoor Seating']",YES,YES
R2563,The Cake Project,L004,"['Bakery', ' Desserts']",Invalid,400,"['Takeaway Only', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",YES,NO
R2564,La Woods Restaurant - La Woods Hotel,L174,"['Chinese', ' North Indian', ' Chettinad']",Invalid,1150,"['Breakfast', 'Home Delivery', 'Buffet', 'Indoor Seating', 'Wifi']",YES,NO
R2565,Karandai,L053,"['South Indian', ' Chinese']",Invalid,400,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",YES,YES
R2566,SNS Club,L024,"['North Indian', ' Fast Food', ' Chinese']",Invalid,1100,"['Full Bar Available', 'Indoor Seating', 'Pool Table', 'Members Only']",YES,NO
R2567,Hotel Bakiyam,L099,['South Indian'],Invalid,400,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R2568,The Cake Zone,L005,"['Bakery', ' Fast Food']",Invalid,250,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R2569,Sathya Foods,L022,"['South Indian', ' Chinese']",Invalid,150,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R2570,Latte,L025,"['Cafe', ' Italian', ' North Indian', ' Continental']",Invalid,800,['Indoor Seating'],YES,NO
R2571,Toasty's Sandwich,L079,['Fast Food'],Invalid,300,"['Breakfast', 'Home Delivery']",NO,YES
R2572,Roll Spot,L041,"['Rolls', ' North Indian']",Invalid,350,['Home Delivery'],NO,YES
R2573,Sri Ganapathy Mess,L096,['North Indian'],Invalid,200,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,YES
R2574,Andhra Ruchulu,L055,"['Andhra', ' Biryani', ' Chinese', ' North Indian']",Invalid,500,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']",YES,YES
R2575,Tasty Chennai,L070,['Biryani'],Invalid,300,"['Home Delivery', 'Serves Halal', 'Indoor Seating']",YES,YES
R2576,Thalassery Camboose,L127,"['Arabian', ' Kerala', ' Biryani']",Invalid,600,"['Home Delivery', 'Indoor Seating']",YES,YES
R2577,New Top Form,L057,"['Chinese', ' North Indian']",Invalid,600,"['Home Delivery', 'Table reservation required', 'Indoor Seating']",YES,YES
R2578,Athreya Bakery,L033,['Bakery'],Invalid,200,"['Takeaway Only', 'Desserts and Bakes']",YES,NO
R2579,Bowl And Roll Theory,L019,"['North Indian', ' Mughlai', ' Chinese', ' Kebab', ' Beverages']",Invalid,600,"['Home Delivery', 'Indoor Seating']",YES,YES
R2580,Swaminathan Cafe,L097,['Chinese'],"['Pongal', ' Coffee']",300,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,NO
R2581,Kollywood Briyani,L268,"['Chinese', ' Biryani']",Invalid,200,['Delivery Only'],NO,YES
R2582,Coronation Restaurant,L055,"['North Indian', ' Biryani', ' BBQ', ' Bakery']",Invalid,600,"['Indoor Seating', 'Table Reservation Not Required']",YES,NO
R2583,We3 Restaurant,L010,"['Chinese', ' South Indian']",Invalid,250,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']",YES,YES
R2584,Madurai Arulanandam Hotel,L008,"['Chinese', ' Biryani', ' South Indian']","['Biryani', ' Mutton Chukka', ' Mutton Sukha', ' Fish Curry', ' Fish Fry', ' Paratha']",450,"['Home Delivery', 'Indoor Seating']",YES,NO
R2585,Kumarans Kudil,L055,"['Chettinad', ' Chinese', ' South Indian', ' Seafood']",Invalid,600,"['Home Delivery', 'Indoor Seating']",YES,NO
R2586,Mulberry,L088,"['Beverages', ' Juices', ' Desserts']",Invalid,250,"['Indoor Seating', 'Desserts and Bakes', 'Catering Available']",YES,NO
R2587,Grand Fast Food,L007,"['South Indian', ' Chinese']","['Paratha', ' Fried Rice Chicken']",300,"['Breakfast', 'Home Delivery', 'Catering Available', 'Indoor Seating']",YES,YES
R2588,Chillees  Restaurant,L031,"['South Indian', ' North Indian']",Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,YES
R2589,Gramathu Mhun Vaasam,L001,"['South Indian', ' Chettinad']",Invalid,400,"['Breakfast', 'Delivery Only']",NO,YES
R2590,Midnight Eats,L007,"['North Indian', ' Chinese', ' Biryani']",Invalid,300,['Home Delivery'],NO,YES
R2591,Ayya Chettinad Mess,L008,"['South Indian', ' Chinese', ' Chettinad']",Invalid,400,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Catering Available']",YES,YES
R2592,The Cake Factory,L088,['Bakery'],Invalid,250,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,NO
R2593,The Puttu Kadai,L097,['South Indian'],Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,YES
R2594,Udipi Sri Ganesh Bhavan,L020,['South Indian'],Invalid,200,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R2595,Graabo Juice & Snacks,L080,"['Juices', ' Sandwich']",Invalid,250,"['Home Delivery', 'Brunch', 'Indoor Seating']",YES,YES
R2596,The Secret Story,L088,"['Burger', ' Fast Food', ' Desserts', ' Beverages']",Invalid,350,"['Home Delivery', 'Indoor Seating']",YES,YES
R2597,Rakshanaa Family Restaurant,L028,"['North Indian', ' Chinese', ' Pizza', ' Fast Food', ' Chettinad', ' Beverages']",Invalid,550,"['Home Delivery', 'Free Parking', 'Indoor Seating']",YES,YES
R2598,Deepam Tiffin Center,L051,['South Indian'],Invalid,150,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R2599,NIC - Natural Ice Creams,L008,['Ice Cream'],Invalid,150,"['Home Delivery', 'Desserts and Bakes']",NO,YES
R2600,Tandoori Knight,L019,"['North Indian', ' South Indian', ' Chinese']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,YES
R2601,Mug Cakes,L011,"['Bakery', ' Desserts']",Invalid,500,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R2602,Burgerick,L050,"['Fast Food', ' Burger']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,YES
R2603,Mylai Biriyani,L018,"['Biryani', ' South Indian']",Invalid,250,['Indoor Seating'],YES,NO
R2604,Good Smoke Bbq And Grill,L096,"['Chinese', ' North Indian']",Invalid,200,"['Home Delivery', 'Indoor Seating']",YES,YES
R2605,Great Moghul,L011,['Biryani'],Invalid,400,['Home Delivery'],NO,YES
R2606,KEB,L036,"['North Indian', ' Chinese']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,YES
R2607,Chaicup,L012,"['Tea', ' Beverages', ' Fast Food']",Invalid,100,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Standing Tables']",NO,YES
R2608,Sharing Spoon Cafe,L076,['Fast Food'],Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,YES
R2609,Crazy Dose of Shakes,L013,"['Fast Food', ' Beverages']",Invalid,200,['Indoor Seating'],YES,NO
R2610,Kokila Mess,L050,['South Indian'],Invalid,150,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,YES
R2611,Dhaniya Soru,L054,['South Indian'],Invalid,200,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R2612,Yalla Pizza,L032,"['Pizza', ' Italian']",Invalid,600,"['Home Delivery', 'Serves Halal', 'Indoor Seating', 'Self Service']",YES,YES
R2613,Mr. Lee Fungs By Novotel,L036,"['Thai', ' Chinese']",Invalid,500,"['Home Delivery', 'Table booking recommended']",NO,NO
R2614,Mubarak's Chick O Chick,L005,['Chinese'],Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,YES
R2615,Texas Treat,L044,"['Bakery', ' North Indian', ' Chinese', ' Italian', ' Mexican', ' Fast Food', ' Desserts']",Invalid,850,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R2616,Rathnam Restaurant,L050,"['South Indian', ' North Indian', ' Chinese']",Invalid,250,['Delivery Only'],NO,YES
R2617,Per Gratiam,L080,"['Bakery', ' Fast Food']",Invalid,400,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']",YES,NO
R2618,Arabian Shawarma,L022,"['Fast Food', ' Lebanese']",Invalid,200,"['Home Delivery', 'Indoor Seating']",YES,YES
R2619,Shyamala's Kitchen,L035,"['North Indian', ' South Indian', ' Chettinad']",Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,YES
R2620,Bakers Spring,L060,"['Bakery', ' Fast Food']",Invalid,500,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",YES,YES
R2621,Asai Fast Food,L065,['Chinese'],Invalid,250,"['Home Delivery', 'Free Parking', 'Outdoor Seating']",YES,YES
R2622,Rasoee,L045,"['North Indian', ' Fast Food', ' Sandwich', ' Chinese', ' Desserts']",Invalid,300,"['Home Delivery', 'Indoor Seating']",YES,YES
R2623,Bangkok Bites,L019,['Chinese'],"['Fish Chilli', ' Fried Rice Chicken']",250,['Home Delivery'],NO,YES
R2624,Waffle Nest,L007,"['Desserts', ' Fast Food', ' Beverages']",Invalid,300,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R2625,Hotel Foods Spot,L042,"['South Indian', ' Chinese', ' Beverages']",Invalid,200,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",YES,YES
R2626,Peppermoon,L022,"['Seafood', ' North Indian', ' Chinese']",Invalid,700,"['Home Delivery', 'Indoor Seating']",YES,YES
R2627,The New Cafe,L047,"['Continental', ' North Indian', ' Seafood', ' Italian']",Invalid,700,"['Breakfast', 'Indoor Seating']",YES,NO
R2628,Classic Grill And Shawarma,L018,"['Arabian', ' North Indian', ' Lebanese']",Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,YES
R2629,Little Miss Chef,L058,"['Desserts', ' Bakery']",Invalid,400,"['Home Delivery', 'Vegetarian Only', 'Home Baker', 'Desserts and Bakes']",NO,NO
R2630,The Cake Point,L007,['Bakery'],Invalid,200,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",YES,NO
R2631,Biriyani House,L031,"['Biryani', ' North Indian', ' Fast Food', ' Chinese']",Invalid,400,"['Indoor Seating', 'Table Reservation Not Required']",YES,NO
R2632,Frozen Smoothies,L041,"['Beverages', ' Sandwich', ' Fast Food']",Invalid,450,['Home Delivery'],NO,YES
R2633,Vanaakam Chettinad,L050,['Chettinad'],Invalid,300,['Indoor Seating'],YES,NO
R2634,Momos,L008,"['Fast Food', ' Momos']",Invalid,150,"['Home Delivery', 'Outdoor Seating']",YES,YES
R2635,Malaysian Parotta,L037,"['South Indian', ' North Indian', ' Biryani']",Invalid,250,"['Home Delivery', 'Indoor Seating']",YES,YES
R2636,Cake Corridor,L017,"['Bakery', ' Desserts']",Invalid,250,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",YES,YES
R2637,Lakshmi Andhra Mess,L036,"['South Indian', ' Andhra', ' Chinese', ' Biryani']",Invalid,250,"['Home Delivery', 'Indoor Seating', 'Free Parking']",YES,YES
R2638,Mansukh's Sweets And Snacks,L052,"['Street Food', ' Fast Food', ' Chinese', ' North Indian', ' Desserts']",Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,YES
R2639,Biriyani Feast,L088,['Biryani'],Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,YES
R2640,Midnight Masala,L013,"['North Indian', ' Kebab', ' Chinese', ' Andhra', ' Chettinad']",Invalid,550,"['Home Delivery', 'Indoor Seating', 'Table reservation required']",YES,YES
R2641,Kayal - Le Royal Meridien,L212,['Seafood'],Invalid,2500,"['Wheelchair Accessible', 'Full Bar Available', '4/5 Star', 'Valet Parking Available', 'Wifi', 'Table booking recommended', 'Indoor Seating', 'Luxury Dining']",YES,NO
R2642,The Madras Bakery,L022,"['Bakery', ' Desserts']",Invalid,400,"['Home Delivery', 'Desserts and Bakes']",NO,YES
R2643,Cameo Bar,L076,['Finger Food'],Invalid,700,"['Full Bar Available', 'Live Music', 'Indoor Seating']",YES,NO
R2644,Dosa Factory,L011,['South Indian'],Invalid,300,"['Home Delivery', 'Vegetarian Only']",NO,YES
R2645,Parathas.com,L040,"['South Indian', ' North Indian']",Invalid,200,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",YES,YES
R2646,Black Pekoe Tea,L268,['Tea'],Invalid,100,"['Home Delivery', 'Indoor Seating']",YES,YES
R2647,TN 57 Dindigul  Biriyani Restaurant,L087,"['Chinese', ' Biryani', ' South Indian']",Invalid,550,"['Home Delivery', 'Table Reservation Not Required', 'Indoor Seating']",YES,YES
R2648,Sindbad - Radisson BLU Temple Bay,L207,['Finger Food'],Invalid,3000,"['Wheelchair Accessible', 'Full Bar Available', 'Nightlife', '4/5 Star', 'Indoor Seating', 'Luxury Dining', 'Wifi']",YES,NO
R2649,Abode Taj Restaurant,L031,"['North Indian', ' Chinese', ' Arabian']",Invalid,500,"['Home Delivery', 'Indoor Seating', 'Table booking recommended', 'Free Parking']",YES,YES
R2650,Shin Chan,L053,"['North Indian', ' Fast Food']",Invalid,500,"['Home Delivery', 'Indoor Seating']",YES,YES
R2651,Temple Run Cafe,L101,"['Cafe', ' Fast Food']",Invalid,450,"['Home Delivery', 'Indoor Seating']",YES,YES
R2652,Meenu's Mini Tiffin Centre,L050,['South Indian'],Invalid,150,['Home Delivery'],NO,YES
R2653,Mamieyaar Veedu,L070,"['Chettinad', ' South Indian']",Invalid,300,"['Breakfast', 'Home Delivery', 'Indoor Seating']",YES,NO
R2654,Diff 42 - Resto Lounge,L005,"['Continental', ' North Indian', ' Chinese', ' Finger Food']",Invalid,1500,"['Home Delivery', 'Full Bar Available', 'LGBTQIA Friendly', 'Smoking Area', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Dance Floor', 'Live Sports Screening', 'Table booking recommended', 'Resto Bar']",YES,NO
R2655,Smith Field Bakery,L012,"['Bakery', ' Fast Food']",Invalid,450,"['Breakfast', 'Takeaway Only', 'Desserts and Bakes']",YES,NO
R2656,Taj Tandoori Chicken,L004,['North Indian'],Invalid,400,"['Home Delivery', 'Indoor Seating']",YES,YES
