Restaurant_id,Dining_Rating,Dining_Rating_Count,Delivery_Rating,Delivery_Rating_Count,Location_id
R1915,3.2,78,3.2,1763,L023
R1916,,,3.9,1598,L022
R1917,3.2,70,4.1,1143,L010
R1918,3.7,48,4.1,380,L007
R1919,3,61,3.7,319,L017
R1920,3.9,57,,,L008
R1921,3.6,72,3.5,1241,L268
R1922,3.5,67,,,L010
R1923,,,4,71,L066
R1924,3.8,71,,,L077
R1925,3.7,59,,,L008
R1926,3.9,93,,,L049
R1927,,,3.9,1266,L013
R1928,3.3,60,3.3,325,L097
R1929,,,4.1,63,L011
R1930,3.7,30,3.9,46,L023
R1931,3.5,58,,,L023
R1932,3.3,45,,,L178
R1933,3.2,56,3.6,2284,L044
R1934,,,4.4,720,L014
R1935,3.3,78,3.5,4978,L003
R1936,3.6,61,,,L052
R1937,3.1,50,,,L180
R1938,,,4.2,1201,L025
R1939,3.7,69,3.9,76,L077
R1940,3.6,38,,,L025
R1941,3.6,29,4.2,174,L060
R1942,2.9,66,,,L037
R1943,3.7,59,4.1,73,L077
R1944,3.8,54,3.4,102,L084
R1945,3.6,70,3.9,2473,L044
R1946,2.2,69,3.3,28,L051
R1947,3.7,24,3.9,22,L022
R1948,3.5,44,3.7,299,L037
R1949,3.6,62,4,1079,L026
R1950,3.2,62,4,255,L034
R1951,3,53,,,L047
R1952,2.8,71,4,152,L054
R1953,3.6,72,3.9,2405,L019
R1954,3.5,61,3.9,904,L050
R1955,3.3,33,3.4,780,L013
R1956,2.8,64,3.4,715,L039
R1957,3.1,72,3.7,807,L054
R1958,2.7,61,4,148,L048
R1959,3.8,49,3.5,271,L011
R1960,3.5,44,4,1318,L023
R1961,3.5,61,4,1545,L027
R1962,3.9,57,3.5,43,L010
R1963,,,3.7,1221,L008
R1964,3.7,69,4.3,2027,L060
R1965,3.5,49,4.2,191,L064
R1966,,,4.4,55,L032
R1967,,,3.8,416,L022
R1968,3.2,35,3.7,2052,L072
R1969,3.9,74,,,L026
R1970,3.8,67,3.9,227,L055
R1971,3.3,62,3.9,443,L058
R1972,,,4.1,905,L090
R1973,3.8,69,3.4,135,L074
R1974,4,43,3.9,46,L056
R1975,2.9,47,,,L169
R1976,3.6,67,4.1,1106,L028
R1977,3.8,57,4,676,L044
R1978,3.7,52,3.9,5917,L050
R1979,3.9,71,,,L023
R1980,3,63,,,L017
R1981,3.8,70,4.3,464,L010
R1982,2.8,35,3.4,1522,L036
R1983,3.7,72,3.9,3385,L077
R1984,,,3.5,780,L026
R1985,3.6,77,3.9,41,L010
R1986,3.7,58,4.7,491,L051
R1987,3.8,64,3.9,248,L041
R1988,3.4,62,3.1,3046,L044
R1989,3.3,38,,,L182
R1990,3.3,30,,,L184
R1991,3.7,80,3.5,1392,L067
R1992,3.4,59,3.7,695,L054
R1993,3.2,40,3.9,148,L008
R1994,,,3.6,4860,L088
R1995,4,56,3.9,71,L024
R1996,3.6,37,,,L032
R1997,3.6,54,3.2,1423,L013
R1998,3.5,65,4.1,1043,L029
R1999,3,57,4,402,L017
R2000,3.8,41,3.9,33,L021
R2001,3.1,62,3.7,1206,L057
R2002,3,57,3.3,165,L019
R2003,,,3.8,475,L089
R2004,3.3,71,4.3,2058,L105
R2005,3.8,54,3.6,258,L083
R2006,,,4.4,287,L060
R2007,,,3.7,931,L022
R2008,3.5,58,3.9,1415,L101
R2009,,,3.8,2286,L022
R2010,3.2,57,3.6,399,L049
R2011,3.5,50,,,L185
R2012,,,4.6,61,L108
R2013,3.8,21,3.9,86,L045
R2014,3.8,75,,,L076
R2015,3.6,53,3.9,54,L109
R2016,2.9,54,,,L084
R2017,3.9,56,3.6,471,L146
R2018,,,4,1929,L069
R2019,3.7,77,4,170,L006
R2020,3.3,65,4,411,L067
R2021,,,3.1,517,L054
R2022,3.4,57,3.9,343,L010
R2023,3.5,37,3.8,355,L068
R2024,,,3.7,3868,L031
R2025,3.8,31,,,L186
R2026,3.4,42,3.3,432,L028
R2027,3.3,53,4,1122,L001
R2028,3.5,60,,,L187
R2029,3.1,37,3.8,179,L268
R2030,3.4,54,4.1,3788,L037
R2031,3.6,48,3.8,93,L032
R2032,3.7,79,,,L051
R2033,3.7,51,3.2,43,L038
R2034,3,53,3.4,420,L018
R2035,2.9,65,3.4,5374,L017
R2036,3.5,44,3.9,3770,L075
R2037,,,3.7,91,L006
R2038,,,4.2,721,L042
R2039,3.4,35,3.6,1204,L017
R2040,3.4,55,4,1747,L011
R2041,3.2,45,3.6,38,L052
R2042,3.2,45,,,L008
R2043,2.9,76,3.4,229,L068
R2044,3.7,54,3.8,641,L067
R2045,3.6,55,3.9,52,L018
R2046,3.1,56,3.7,3796,L008
R2047,3.4,71,3.7,1332,L119
R2048,,,4.2,583,L007
R2049,3.7,47,4.3,228,L011
R2050,2.4,54,,,L188
R2051,3.9,64,3.9,25,L077
R2052,3,43,3.9,209,L025
R2053,,,4.3,404,L083
R2054,3.7,53,3.9,300,L050
R2055,3.6,70,,,L054
R2056,3.2,44,,,L003
R2057,3.5,46,3.7,1728,L050
R2058,3.4,59,,,L057
R2059,3.8,28,,,L008
R2060,3.1,50,,,L190
R2061,,,3.7,1662,L013
R2062,,,3.4,777,L027
R2063,3.5,47,,,L112
R2064,3.8,35,4.2,97,L028
R2065,2.8,64,,,L163
R2066,2.7,49,3.6,62,L028
R2067,3.9,43,3.8,163,L081
R2068,3.4,58,,,L025
R2069,3.5,52,,,L117
R2070,,,3.4,2240,L037
R2071,3.5,59,4.2,474,L010
R2072,2.4,55,,,L066
R2073,3.3,38,4,720,L065
R2074,3,49,3.7,1945,L091
R2075,3.3,67,3.9,5360,L024
R2076,3.1,38,3.7,1502,L054
R2077,3.3,52,3.5,115,L010
R2078,3.2,57,3.6,79,L082
R2079,3,76,2.9,207,L019
R2080,3.1,26,3.9,781,L011
R2081,3.6,53,4.4,165,L017
R2082,3.9,60,3.6,845,L044
R2083,2.7,61,,,L032
R2084,2.9,49,3.9,60,L029
R2085,2.8,66,3.6,192,L089
R2086,3.6,74,3.7,7382,L080
R2087,3.5,58,,,L028
R2088,3.9,50,,,L041
R2089,3.6,43,3.6,171,L075
R2090,3.7,36,3.7,166,L071
R2091,3.4,34,3.3,24,L013
R2092,,,3.4,942,L079
R2093,3.8,44,,,L031
R2094,3.5,66,3.7,6282,L053
R2095,3.1,71,,,L077
R2096,3.7,61,4,186,L001
R2097,3.8,63,3.7,2060,L088
R2098,3.6,58,3.6,974,L268
R2099,3.6,47,,,L011
R2100,3.7,49,3.9,394,L065
R2101,3,55,3.4,300,L041
R2102,3.4,41,3.6,65,L008
R2103,3.6,47,3.6,82,L057
R2104,3.7,69,3.7,6125,L005
R2105,3.4,34,4,181,L042
R2106,3.2,62,4.3,588,L012
R2107,2.8,43,3,50,L192
R2108,3.6,52,,,L124
R2109,3.8,60,4,3677,L079
R2110,3.6,43,3.8,521,L017
R2111,3.8,75,4,522,L032
R2112,3.7,45,3.7,289,L037
R2113,3.5,54,3.7,209,L024
R2114,3.4,55,3.9,58,L012
R2115,3.7,58,4.2,327,L017
R2116,3.8,71,,,L070
R2117,,,2.3,1161,L036
R2118,2.9,17,3.6,464,L097
R2119,3.6,43,3.9,81,L067
R2120,3.3,54,3.2,3530,L019
R2121,,,4.1,387,L027
R2122,3.7,75,3.9,311,L001
R2123,3.8,59,3.6,21,L001
R2124,,,3.6,3550,L050
R2125,,,3.8,206,L025
R2126,,,3.3,646,L036
R2127,3.5,40,3.6,800,L053
R2128,3.3,42,4.3,421,L004
R2129,3.6,56,3.3,1628,L005
R2130,,,3.4,1506,L006
R2131,3.8,24,3.1,151,L268
R2132,3.3,52,3.7,568,L010
R2133,3.3,44,,,L013
R2134,,,4,771,L034
R2135,3.1,49,3.9,76,L193
R2136,3.6,49,3.8,613,L028
R2137,3.6,48,4,1137,L031
R2138,3.3,50,3.2,303,L001
R2139,3.5,55,4.1,1304,L070
R2140,2.9,47,3.4,331,L082
R2141,3.8,44,3.9,64,L007
R2142,,,4.1,1328,L110
R2143,3.7,51,,,L182
R2144,3.6,38,,,L038
R2145,2.7,51,,,L139
R2146,3.6,35,3.9,116,L010
R2147,,,3.8,714,L003
R2148,3.5,31,,,L194
R2149,3.7,51,3.9,356,L037
R2150,3.1,46,3.7,230,L128
R2151,3.6,68,,,L077
R2152,3.8,52,4.6,160,L038
R2153,3.8,48,3.1,263,L077
R2154,3.6,42,3.7,788,L019
R2155,3.5,33,,,L011
R2156,3.4,50,3.7,474,L037
R2157,3.7,62,4.1,2954,L074
R2158,,,3.5,785,L001
R2159,3.4,29,4,747,L090
R2160,,,,,L036
R2161,3.5,56,,,L195
R2162,3,50,3.7,163,L052
R2163,3.4,36,3.5,529,L071
R2164,3.1,55,3.3,348,L020
R2165,3.7,55,3.7,1306,L036
R2166,3.3,43,3.3,943,L044
R2167,,,3.3,564,L034
R2168,,,3.7,39,L056
R2169,3.4,49,4.2,131,L028
R2170,3.1,54,4,3895,L112
R2171,3.4,42,3.7,1593,L028
R2172,3.2,52,,,L196
R2173,3.6,65,3.8,4242,L076
R2174,3.2,40,3.8,3161,L028
R2175,3.8,30,3.9,64,L025
R2176,3.3,60,3.5,2412,L011
R2177,3.7,50,3.9,805,L037
R2178,3.4,37,3.5,1099,L067
R2179,3.4,61,,,L149
R2180,3.3,47,3.4,395,L024
R2181,3.1,44,3.7,46,L055
R2182,3.6,30,3.7,1330,L037
R2183,3.7,69,4,910,L087
R2184,3.7,72,3.9,66,L070
R2185,3.6,43,3.9,39,L035
R2186,2.8,41,3.5,111,L106
R2187,3.2,48,4.2,271,L051
R2188,3.7,60,3.6,3905,L030
R2189,3.4,31,,,L079
R2190,3.3,52,4,271,L030
R2191,3.7,55,3.8,3762,L024
R2192,,,4.4,85,L011
R2193,3.3,50,4.1,1258,L072
R2194,,,4.3,87,L025
R2195,,,3.8,2073,L075
R2196,,,4,257,L028
R2197,3.8,51,3.9,34,L089
R2198,3.5,48,3.4,471,L077
R2199,3.8,46,3.9,84,L042
R2200,2.6,39,,,L084
R2201,3.7,67,3.8,4073,L039
R2202,,,3.8,272,L090
R2203,3.6,55,3.6,2925,L044
R2204,3.6,57,3.9,128,L001
R2205,3.6,36,3.8,375,L074
R2206,3.5,54,4,655,L012
R2207,3.3,53,3.9,51,L028
R2208,2.9,32,3.7,29,L034
R2209,3,44,3.7,251,L001
R2210,3.6,41,4.1,375,L268
R2211,3.1,44,,,L026
R2212,3.4,42,3.5,297,L055
R2213,3.5,35,4.1,155,L049
R2214,3.5,27,3.9,346,L110
R2215,3.3,55,4.1,195,L070
R2216,3,18,4.2,100,L044
R2217,3.6,56,3.8,1498,L050
R2218,3.6,55,,,L018
R2219,3.7,57,,,L065
R2220,3.6,46,3.7,279,L077
R2221,3.4,37,3.6,397,L010
R2222,3.6,49,3.6,153,L010
R2223,3.6,68,,,L077
R2224,3.7,49,3.9,964,L037
R2225,3.3,24,,,L076
R2226,3.8,61,,,L026
R2227,3.8,45,4.2,99,L088
R2228,3.4,49,4,411,L050
R2229,3.8,51,4.2,370,L090
R2230,3.1,34,,,L063
R2231,3.1,42,3.9,435,L044
R2232,,,4,42,L012
R2233,,,3.6,2343,L010
R2234,3.7,52,3.9,147,L059
R2235,3.8,58,,,L005
R2236,3.7,53,,,L041
R2237,3.5,51,3.8,666,L083
R2238,,,3.7,788,L134
R2239,3.3,36,2.8,761,L001
R2240,3.7,30,,,L010
R2241,3,47,3.5,983,L055
R2242,,,3.8,245,L011
R2243,3.6,51,,,L054
R2244,3,49,4,90,L112
R2245,3.5,30,3.9,1149,L268
R2246,3.7,49,,,L071
R2247,3.6,46,,,L032
R2248,3.8,50,3.6,844,L036
R2249,3.7,52,3.6,55,L097
R2250,3.6,48,4.3,129,L013
R2251,3.9,51,,,L037
R2252,3.4,43,4.1,133,L001
R2253,3.4,46,3.3,479,L005
R2254,3.6,64,,,L051
R2255,3.7,49,,,L050
R2256,2.8,51,4.3,319,L054
R2257,3.6,51,,,L007
R2258,3.8,53,3.7,3227,L042
R2259,3.5,60,,,L268
R2260,2.9,45,,,L198
R2261,2.4,43,3.7,258,L009
R2262,3.7,35,,,L030
R2263,3.3,52,,,L039
R2264,,,2.9,1124,L027
R2265,3.3,42,4.1,1573,L044
R2266,,,3.7,2481,L050
R2267,2.6,47,,,L033
R2268,,,4.4,53,L024
R2269,,,3.6,404,L025
R2270,3.7,62,4,1458,L034
R2271,,,4.1,293,L010
R2272,3.7,55,3.7,390,L057
R2273,3.4,41,3.4,509,L077
R2274,3.7,55,3.9,2050,L080
R2275,3.1,52,3.8,864,L044
R2276,3.8,34,3.9,32,L268
R2277,3.1,36,3.1,334,L119
R2278,,,3.6,216,L090
R2279,2.9,51,3.3,1790,L017
R2280,3,46,3.8,383,L052
R2281,3.5,49,3.5,1536,L060
R2282,3.3,53,3.8,3724,L034
R2283,3.6,31,,,L139
R2284,3.7,54,3.5,3973,L080
R2285,3.5,26,,,L038
R2286,3.7,27,3.1,21,L011
R2287,3.8,23,3.9,40,L038
R2288,,,3.5,330,L033
R2289,3.5,44,,,L056
R2290,2.8,44,3.7,124,L083
R2291,3.2,40,3.8,1280,L011
R2292,3.8,53,3.8,95,L011
R2293,,,3.9,582,L044
R2294,3.6,65,,,L050
R2295,3.2,41,3.6,216,L029
R2296,3.8,39,4.3,116,L025
R2297,3.7,34,3.9,166,L199
R2298,3.5,24,3.9,524,L067
R2299,3.5,46,3.5,301,L200
R2300,,,3.4,580,L005
R2301,3.8,57,,,L027
R2302,3.5,13,3.4,95,L060
R2303,3.8,46,3.7,1470,L036
R2304,3.9,46,,,L042
R2305,3.4,39,,,L202
R2306,2.9,43,3.6,448,L027
R2307,3.4,43,3.8,443,L003
R2308,2.9,38,3.6,118,L026
R2309,3.3,39,3.5,735,L037
R2310,2.7,35,3.4,564,L053
R2311,3.2,46,3.7,5122,L031
R2312,3.7,34,4.2,534,L021
R2313,3.2,24,4.2,224,L044
R2314,2.8,50,4.2,90,L004
R2315,,,4.1,114,L078
R2316,3.2,37,3.6,1963,L081
R2317,3.4,50,3.6,1383,L028
R2318,2.7,60,,,L202
R2319,3.3,48,,,L018
R2320,2.2,41,3.8,164,L044
R2321,,,3.6,40,L084
R2322,3.1,46,3.8,316,L006
R2323,3,51,3.6,202,L051
R2324,3.4,35,,,L038
R2325,3.3,31,,,L047
R2326,,,4,1163,L059
R2327,3.7,38,,,L007
R2328,3.6,59,4.1,395,L023
R2329,,,4.1,154,L016
R2330,3.6,37,4.1,567,L077
R2331,3.7,44,3.9,27,L044
R2332,,,3.8,1195,L007
R2333,3.5,35,,,L117
R2334,2.8,41,3.5,218,L017
R2335,3.3,51,3,45,L081
R2336,3.7,25,,,L178
R2337,3.5,52,,,L268
R2338,3.2,41,,,L001
R2339,3.1,30,3.4,1081,L022
R2340,3.6,48,3.4,103,L011
R2341,3.7,58,,,L018
R2342,,,4.3,67,L058
R2343,3.5,31,3.9,37,L038
R2344,2.7,47,3.7,366,L028
R2345,3.4,27,,,L021
R2346,,,3.6,226,L268
R2347,3.8,51,4,3389,L005
R2348,,,3.6,45,L041
R2349,,,2.8,254,L005
R2350,,,3.7,481,L001
R2351,3.4,54,,,L007
R2352,,,4.2,118,L085
R2353,3.8,49,4.2,332,L053
R2354,3.7,51,,,L012
R2355,3.4,53,4,816,L080
R2356,3.7,60,,,L077
R2357,2.4,49,,,L075
R2358,3.5,52,3.4,3136,L037
R2359,3.1,38,,,L205
R2360,3.7,51,3.9,125,L022
R2361,2.4,30,2.9,666,L010
R2362,,,3.5,150,L010
R2363,3.9,39,,,L109
R2364,3.7,43,3.4,317,L008
R2365,3.8,38,,,L011
R2366,3.2,47,3.6,1261,L004
R2367,3.5,51,3.8,3176,L018
R2368,,,4,91,L011
R2369,3.3,16,3.6,160,L004
R2370,3.5,31,,,L042
R2371,3.8,37,3.9,96,L076
R2372,2.8,40,,,L206
R2373,3.5,65,,,L042
R2374,3.6,50,3.6,577,L268
R2375,3,25,4.3,305,L056
R2376,3.7,53,3.5,1854,L017
R2377,3.7,39,,,L047
R2378,3.6,31,3.6,1800,L090
R2379,3.9,38,,,L025
R2380,3.8,57,,,L051
R2381,3.1,53,3.4,1606,L026
R2382,,,2.6,126,L001
R2383,,,4,1813,L065
R2384,3.3,20,3.6,605,L019
R2385,3.4,50,3.2,1422,L087
R2386,3.7,48,3.8,241,L008
R2387,3.6,32,3.5,182,L016
R2388,3.2,41,3,1953,L004
R2389,3.8,50,,,L029
R2390,3.7,54,,,L027
R2391,3.5,51,3.4,37,L109
R2392,3.7,30,,,L027
R2393,,,4.4,385,L007
R2394,3.6,46,3.9,102,L004
R2395,,,3.8,653,L067
R2396,3.7,44,,,L153
R2397,3.4,40,4.4,500,L044
R2398,3.5,39,3.6,878,L268
R2399,3.3,22,3.9,114,L076
R2400,3.5,8,,,L012
R2401,3.6,22,,,L008
R2402,3.6,37,3.5,374,L028
R2403,3.1,45,,,L070
R2404,2.8,40,,,L008
R2405,3.3,28,3.7,101,L027
R2406,3.4,33,3.9,1700,L004
R2407,,,3.9,20,L045
R2408,,,4,2937,L090
R2409,2.7,46,3.6,392,L029
R2410,3.4,34,3.3,24,L055
R2411,3.6,43,,,L066
R2412,3.3,48,,,L066
R2413,3.2,30,,,L072
R2414,3.7,38,,,L268
R2415,3.7,56,3.9,2739,L034
R2416,2.7,34,4,157,L020
R2417,3.7,58,3.9,1715,L091
R2418,3.4,43,4.4,863,L077
R2419,2.9,33,3.3,1970,L044
R2420,,,,,L036
R2421,3.1,45,3.8,4022,L074
R2422,3.7,47,3.9,604,L011
R2423,3.1,29,3.3,1402,L003
R2424,3.1,44,,,L091
R2425,3.8,30,4,128,L049
R2426,3.4,42,3.9,3524,L007
R2427,,,4.5,244,L042
R2428,,,3.9,22,L091
R2429,3.1,47,4,195,L070
R2430,3.6,48,3.8,553,L050
R2431,3.5,35,4.2,554,L008
R2432,,,3.6,970,L059
R2433,3.5,47,3.9,371,L268
R2434,3.7,43,4.1,506,L008
R2435,3.6,50,3.8,2741,L068
R2436,,,3.3,566,L075
R2437,3.7,43,4.1,952,L268
R2438,3.3,46,,,L067
R2439,3.7,18,3.9,34,L042
R2440,3.5,54,3.4,5882,L053
R2441,,,3.8,17,L004
R2442,2.7,31,3.6,338,L005
R2443,3.9,41,3.4,74,L009
R2444,3.1,45,,,L154
R2445,3.7,40,4,230,L005
R2446,,,3.7,828,L268
R2447,3.7,35,4.2,316,L003
R2448,3.6,38,3.4,134,L010
R2449,3.2,37,3.5,179,L075
R2450,3.3,22,3.9,533,L053
R2451,3.2,41,3.9,485,L023
R2452,3.5,32,3.5,488,L057
R2453,3.9,34,,,L053
R2454,3.6,28,,,L207
R2455,3.6,35,,,L053
R2456,3.4,46,4.1,220,L053
R2457,,,4.1,443,L008
R2458,3.3,41,3.3,433,L068
R2459,3.9,38,,,L058
R2460,2.6,28,,,L076
R2461,3.7,52,,,L101
R2462,3.5,29,3.1,300,L029
R2463,,,4.3,74,L067
R2464,3.2,19,3.7,1142,L001
R2465,3.7,44,3.7,633,L019
R2466,3.3,41,3.5,422,L001
R2467,3.7,17,3.4,395,L010
R2468,3.3,39,,,L088
R2469,3.8,57,,,L044
R2470,,,3.6,165,L050
R2471,3.1,40,3.8,601,L032
R2472,3.7,48,4,1715,L079
R2473,3.8,32,3.5,83,L013
R2474,3,35,3.9,845,L042
R2475,3.8,38,,,L033
R2476,,,3.4,30,L044
R2477,3.7,19,4,247,L089
R2478,3.3,37,,,L044
R2479,3.8,42,,,L008
R2480,3.3,55,3.8,92,L044
R2481,3,34,3.7,138,L032
R2482,2.8,39,3.8,400,L010
R2483,3.7,49,4.2,514,L028
R2484,3.7,33,3.7,151,L042
R2485,3.7,25,3.9,64,L020
R2486,3.6,26,3.8,139,L031
R2487,3.5,37,,,L048
R2488,3.4,32,,,L047
R2489,3.2,36,,,L038
R2490,3.5,20,3.9,44,L028
R2491,,,4.2,241,L088
R2492,,,3.8,331,L012
R2493,2.6,34,3.9,44,L007
R2494,3.5,54,3.7,1518,L090
R2495,3.4,42,3.9,676,L071
R2496,3.7,28,3.9,187,L038
R2497,3.5,43,3.9,4078,L085
R2498,,,3,464,L027
R2499,3.1,27,,,L192
R2500,3.7,63,,,L001
R2501,3.4,26,4,211,L007
R2502,,,3.1,818,L088
R2503,,,3.7,317,L003
R2504,2.2,45,,,L268
R2505,3.8,38,,,L027
R2506,3.2,41,,,L209
R2507,3.7,49,3.9,74,L022
R2508,3.7,43,3.9,2019,L001
R2509,3.3,30,,,L109
R2510,3.1,11,,,L071
R2511,3.6,43,3.7,2184,L074
R2512,3.9,46,4.4,150,L049
R2513,,,3.7,784,L056
R2514,3.4,25,3.7,69,L050
R2515,3.7,61,4.2,1015,L050
R2516,3.4,49,,,L210
R2517,3.5,20,,,L012
R2518,3.6,16,4.2,99,L033
R2519,3.7,44,4.5,339,L020
R2520,2.7,39,,,L009
R2521,3.1,18,,,L068
R2522,3.5,43,,,L054
R2523,3.3,38,3.5,2748,L036
R2524,2.8,34,3.5,252,L031
R2525,3.3,40,,,L096
R2526,3.5,38,3.8,153,L008
R2527,2.6,19,,,L211
R2528,3.8,28,3.9,58,L017
R2529,2.3,24,,,L047
R2530,3.1,48,4.1,940,L033
R2531,3.3,37,3.8,281,L011
R2532,3.7,39,3.9,64,L017
R2533,3.2,45,3.5,443,L005
R2534,,,3.5,431,L036
R2535,,,3.9,604,L019
R2536,2.9,29,,,L008
R2537,,,4.1,1347,L008
R2538,,,,,L101
R2539,3,35,3.2,571,L044
R2540,3.6,47,4,1282,L060
R2541,3.5,22,,,L268
R2542,3.6,46,,,L070
R2543,,,,,L050
R2544,3.9,49,4.1,101,L013
R2545,3.1,32,,,L206
R2546,,,3.6,53,L011
R2547,3.5,54,3.6,827,L037
R2548,,,3.9,41,L017
R2549,3.5,36,4.1,490,L076
R2550,3.4,28,3.6,397,L077
R2551,3.5,37,4,395,L014
R2552,3,30,,,L209
R2553,2,4,,,L044
R2554,3.6,39,4,1290,L019
R2555,3.6,32,3.9,295,L012
R2556,3.1,44,,,L091
R2557,3.3,41,3.6,552,L031
R2558,3.7,27,3.7,151,L037
R2559,,,4,139,L022
R2560,,,,,L044
R2561,3.8,54,3.9,22,L002
R2562,3.8,45,4.2,1190,L007
R2563,3.7,9,,,L004
R2564,2.9,37,,,L174
R2565,3.3,39,3.5,134,L053
R2566,3.3,47,,,L024
R2567,3.2,44,3.5,46,L099
R2568,3.5,48,,,L005
R2569,3.1,44,,,L022
R2570,2.8,45,,,L025
R2571,,,4,443,L079
R2572,,,4.3,564,L041
R2573,3.4,43,3.5,1135,L096
R2574,3.7,51,3.9,418,L055
R2575,3.7,33,3.9,73,L070
R2576,3.5,36,3.9,345,L127
R2577,3.2,39,3.9,64,L057
R2578,3,16,,,L033
R2579,3.8,35,4,199,L019
R2580,3,39,,,L097
R2581,,,2.5,178,L268
R2582,2.9,39,,,L055
R2583,3,35,3,415,L010
R2584,3.6,38,,,L008
R2585,3.6,40,,,L055
R2586,3.3,48,,,L088
R2587,3.3,44,3.6,39,L007
R2588,3.5,33,3.8,2286,L031
R2589,,,3.9,46,L001
R2590,,,3.7,1396,L007
R2591,3.7,32,4,856,L008
R2592,3,38,,,L088
R2593,3.6,35,4.1,606,L097
R2594,3.7,43,4.4,302,L020
R2595,3.7,49,3.8,695,L080
R2596,3.5,34,3.5,662,L088
R2597,3.5,41,3.8,963,L028
R2598,3.7,45,3.8,69,L051
R2599,,,4.5,266,L008
R2600,3.3,43,4,456,L019
R2601,3.8,30,4.2,73,L011
R2602,3.2,32,3.3,142,L050
R2603,3.6,49,,,L018
R2604,3.6,31,3.7,449,L096
R2605,,,3.6,50,L011
R2606,3.4,29,3.6,301,L036
R2607,,,4.1,1749,L012
R2608,3.7,24,3.5,374,L076
R2609,3.5,30,,,L013
R2610,3.4,38,3.6,1063,L050
R2611,3.6,40,4,406,L054
R2612,3.9,28,3.8,66,L032
R2613,,,,,L036
R2614,3.9,46,3.9,872,L005
R2615,2.4,16,3.9,44,L044
R2616,,,3.4,226,L050
R2617,3.6,43,,,L080
R2618,2.7,36,3.7,575,L022
R2619,3.6,28,3.4,168,L035
R2620,3.4,36,3.7,334,L060
R2621,3.4,24,3.7,593,L065
R2622,3.5,38,3.9,1121,L045
R2623,,,3.9,479,L019
R2624,3,29,3.7,198,L007
R2625,3.5,45,3.9,425,L042
R2626,3.7,41,3.9,117,L022
R2627,3.4,8,,,L047
R2628,3.1,36,3.5,1783,L018
R2629,,,,,L058
R2630,3.1,34,,,L007
R2631,3.4,45,,,L031
R2632,,,4.1,1115,L041
R2633,2.8,30,,,L050
R2634,3.8,41,3.9,1173,L008
R2635,3.2,39,3.8,410,L037
R2636,3.5,20,3.9,48,L017
R2637,3.5,44,3.4,2628,L036
R2638,3,24,3.8,235,L052
R2639,3.1,34,3.2,690,L088
R2640,2.8,27,3.9,71,L013
R2641,3.7,40,,,L212
R2642,,,4,95,L022
R2643,3.4,15,,,L076
R2644,,,4.2,465,L011
R2645,3.5,42,3.9,1707,L040
R2646,3.6,24,3.9,144,L268
R2647,3.8,40,3.9,684,L087
R2648,3.6,37,,,L207
R2649,3.2,46,3.6,1861,L031
R2650,3.4,33,3.7,335,L053
R2651,2.8,22,3.5,54,L101
R2652,,,3.9,40,L050
R2653,3.6,32,,,L070
R2654,3.5,33,,,L005
R2655,3.9,42,,,L012
R2656,3.7,47,3.9,81,L004
R2657,3,35,4.2,242,L024
R2658,3.5,20,3.9,84,L052
R2659,,,3.9,40,L011
R2660,3.7,50,4,2103,L034
R2661,2.9,33,3.7,1437,L050
R2662,3.8,47,3,46,L010
R2663,2.9,11,4.4,97,L051
R2664,3.5,38,4.1,220,L090
R2665,3.7,36,4.3,192,L079
R2666,3.7,52,,,L070
R2667,,,,,L066
R2668,3.6,43,3.8,1379,L069
R2669,,,3.7,610,L004
R2670,,,3.9,37,L038
R2671,2.8,15,3.5,420,L054
R2672,3.2,26,3.6,144,L027
R2673,2.5,35,,,L001
R2674,3.8,33,4,440,L268
R2675,3.6,36,2.9,25,L019
R2676,3.7,29,,,L053
R2677,2.8,24,3.9,52,L019
R2678,3.3,42,3.5,2282,L010
R2679,2.9,34,3.6,1110,L022
R2680,3.2,19,3.9,29,L009
R2681,3.5,49,3.9,753,L011
R2682,3.5,19,,,L110
R2683,2.9,38,,,L077
R2684,3.8,43,,,L076
R2685,3.1,38,3.7,1898,L008
R2686,,,3.8,790,L060
R2687,,,3.4,82,L033
R2688,3.6,35,,,L010
R2689,3.1,19,3.8,173,L001
R2690,2.8,46,3.8,1983,L051
R2691,3.7,23,3.4,44,L007
R2692,3.8,37,,,L109
R2693,3.4,34,4.1,389,L049
R2694,,,4.2,219,L022
R2695,3.7,35,3.7,1865,L019
R2696,3.3,26,,,L106
R2697,,,3.7,775,L018
R2698,3.6,28,,,L070
R2699,3.7,28,4,148,L069
R2700,,,3.8,571,L053
R2701,3.4,39,3.6,4565,L080
R2702,3.4,43,3.8,123,L033
R2703,3.1,17,3.6,443,L010
R2704,,,4.2,140,L051
R2705,3.1,39,3.7,328,L001
R2706,3,32,4,780,L011
R2707,,,3.8,145,L055
R2708,3.1,46,3.7,366,L010
R2709,,,4,108,L025
R2710,3.5,19,3.5,424,L088
R2711,,,3.7,1460,L016
R2712,3.4,18,,,L036
R2713,2.8,36,4,276,L080
R2714,3.6,46,,,L027
R2715,3.5,25,4.1,635,L070
R2716,2.8,34,3.9,30,L015
R2717,3.3,41,,,L013
R2718,3.9,37,,,L060
R2719,3.5,14,,,L090
R2720,3.2,44,,,L077
R2721,3.6,16,4.2,167,L033
R2722,2.7,35,,,L027
R2723,3.6,23,3.8,1801,L077
